"STATEICP","COUNTYICP","AGE","RACE","RACED"\
5,70,17,8,826\
5,70,2,8,826\
5,70,36,8,845\
5,70,32,8,826\
5,70,5,9,904\
5,70,66,1,100\
5,70,68,1,100\
5,70,40,6,660\
5,0,61,1,100\
5,0,63,1,100\
5,0,27,1,100\
5,70,49,7,700\
5,70,7,8,826\
5,70,70,1,100\
5,70,71,1,100\
5,70,50,1,100\
5,70,30,1,100\
5,70,23,1,100\
5,70,37,1,100\
5,70,38,8,826\
5,70,55,7,700\
5,70,83,1,100\
5,70,78,1,100\
5,70,70,1,100\
5,70,34,6,620\
5,70,34,1,100\
5,30,44,6,600\
5,30,6,8,813\
5,30,2,8,813\
5,0,61,1,100\
5,70,25,1,100\
5,70,24,1,100\
5,70,23,1,100\
5,90,53,1,100\
5,90,43,1,100\
5,90,4,1,100\
5,0,77,1,100\
5,0,84,1,100\
5,70,38,1,100\
5,70,52,8,802\
5,0,60,1,100\
5,0,61,1,100\
5,70,38,8,826\
5,70,38,8,826\
5,70,18,1,100\
5,70,11,1,100\
5,70,35,8,826\
5,90,79,1,100\
5,90,78,1,100\
5,70,60,1,100\
5,70,48,6,600\
5,70,12,1,100\
5,70,8,1,100\
5,30,55,1,100\
5,30,62,8,802\
5,30,21,8,802\
5,30,18,8,802\
5,30,78,1,100\
5,30,18,8,826\
5,30,73,1,100\
5,30,67,1,100\
5,70,75,1,100\
5,0,59,1,100\
5,0,58,1,100\
5,0,17,1,100\
5,0,15,1,100\
5,0,27,8,826\
5,0,11,8,801\
5,70,58,1,100\
5,70,60,1,100\
5,70,42,1,100\
5,70,45,1,100\
5,0,59,1,100\
5,0,25,1,100\
5,0,22,1,100\
5,90,50,1,100\
5,90,51,1,100\
5,90,22,1,100\
5,90,16,1,100\
5,90,70,1,100\
5,90,76,1,100\
5,30,71,1,100\
5,70,75,1,100\
5,0,60,2,200\
5,70,67,1,100\
5,0,57,1,100\
5,0,49,1,100\
5,0,17,1,100\
5,0,17,1,100\
5,90,88,1,100\
5,70,92,7,700\
5,70,52,7,700\
5,70,16,7,700\
5,70,62,2,200\
5,70,62,2,200\
5,70,66,1,100\
5,70,61,1,100\
5,70,32,4,400\
5,70,34,4,400\
5,70,26,4,400\
5,70,70,1,100\
5,70,65,1,100\
5,70,31,1,100\
5,70,77,1,100\
5,70,78,1,100\
5,70,32,1,100\
5,70,31,1,100\
5,30,47,1,100\
5,30,47,1,100\
5,30,15,1,100\
5,30,13,1,100\
5,30,91,1,100\
5,70,85,1,100\
5,70,66,1,100\
5,0,62,1,100\
5,0,54,1,100\
5,0,54,1,100\
5,70,54,1,100\
5,70,27,1,100\
5,70,18,1,100\
5,70,9,1,100\
5,70,41,1,100\
5,70,39,1,100\
5,30,49,1,100\
5,30,62,1,100\
5,30,76,1,100\
5,30,64,1,100\
5,90,24,1,100\
5,90,25,1,100\
5,70,56,1,100\
5,70,53,1,100\
5,70,23,1,100\
5,70,62,1,100\
5,70,67,1,100\
5,70,32,1,100\
5,70,51,7,700\
5,70,44,7,700\
5,70,17,7,700\
5,70,13,7,700\
5,70,54,7,700\
5,70,26,7,700\
5,70,29,7,700\
5,70,50,9,982\
5,70,29,9,982\
5,70,19,9,982\
5,90,71,1,100\
5,90,61,1,100\
5,90,61,1,100\
5,70,30,1,100\
5,70,28,1,100\
5,0,55,1,100\
5,0,55,1,100\
5,0,21,1,100\
5,0,18,1,100\
5,0,16,1,100\
5,0,47,1,100\
5,30,39,1,100\
5,90,65,1,100\
5,0,44,1,100\
5,0,35,1,100\
5,70,61,1,100\
5,70,62,1,100\
5,30,35,1,100\
5,0,65,1,100\
5,0,64,1,100\
5,0,34,1,100\
5,0,33,1,100\
5,0,71,1,100\
5,0,67,1,100\
5,0,84,1,100\
5,70,51,1,100\
5,70,32,1,100\
5,70,25,1,100\
5,30,38,1,100\
5,30,12,1,100\
5,30,7,8,826\
5,0,69,1,100\
5,0,65,1,100\
5,30,61,1,100\
5,70,65,1,100\
5,70,67,1,100\
5,70,54,7,700\
5,70,22,7,700\
5,90,69,1,100\
5,70,62,1,100\
5,70,63,1,100\
5,70,32,1,100\
5,70,40,1,100\
5,70,18,1,100\
5,70,2,1,100\
5,70,54,1,100\
5,70,34,7,700\
5,70,43,7,700\
5,70,5,7,700\
5,70,72,1,100\
5,70,58,1,100\
5,30,64,1,100\
5,30,73,1,100\
5,70,48,1,100\
5,70,51,8,826\
5,70,15,8,826\
5,0,38,1,100\
5,0,39,1,100\
5,0,8,1,100\
5,0,7,1,100\
5,70,33,1,100\
5,70,40,1,100\
5,70,4,1,100\
5,70,0,1,100\
5,70,29,1,100\
5,30,68,1,100\
5,30,65,1,100\
5,70,50,1,100\
5,70,28,7,700\
5,70,14,1,100\
5,70,12,1,100\
5,30,61,1,100\
5,0,52,1,100\
5,0,11,8,826\
5,30,74,1,100\
5,30,74,1,100\
5,30,42,7,700\
5,30,47,7,700\
5,30,22,7,700\
5,30,18,7,700\
5,30,20,7,700\
5,70,36,1,100\
5,70,32,1,100\
5,70,22,1,100\
5,70,22,1,100\
5,90,26,1,100\
5,70,66,1,100\
5,70,66,8,801\
5,0,51,1,100\
5,0,49,1,100\
5,30,63,8,826\
5,70,60,1,100\
5,70,61,1,100\
5,70,49,1,100\
5,90,80,1,100\
5,90,73,1,100\
5,30,37,1,100\
5,0,46,2,200\
5,0,34,2,200\
5,70,82,1,100\
5,90,71,1,100\
5,90,80,1,100\
5,70,83,1,100\
5,70,54,1,100\
5,70,38,9,904\
5,70,62,1,100\
5,70,52,7,700\
5,70,50,7,700\
5,70,25,1,100\
5,70,21,1,100\
5,70,17,1,100\
5,70,14,1,100\
5,70,47,7,700\
5,0,61,1,100\
5,0,61,1,100\
5,0,26,1,100\
5,70,30,8,826\
5,70,11,8,826\
5,70,9,8,826\
5,70,8,8,826\
5,70,48,1,100\
5,70,42,2,200\
5,70,70,1,100\
5,0,67,1,100\
5,0,56,1,100\
5,70,96,1,100\
5,90,57,1,100\
5,90,58,1,100\
5,90,23,1,100\
5,90,20,1,100\
5,90,61,1,100\
5,90,59,1,100\
5,70,56,1,100\
5,70,62,1,100\
5,0,38,1,100\
5,0,34,1,100\
5,0,59,1,100\
5,70,75,1,100\
5,70,47,1,100\
5,70,18,1,100\
5,70,64,1,100\
5,30,42,1,100\
5,30,47,1,100\
5,30,21,1,100\
5,70,72,1,100\
5,70,69,1,100\
5,0,29,1,100\
5,0,31,1,100\
5,0,30,1,100\
5,30,28,1,100\
5,30,27,1,100\
5,70,33,1,100\
5,70,34,1,100\
5,70,4,1,100\
5,70,0,1,100\
5,70,83,1,100\
5,30,72,1,100\
5,30,69,1,100\
5,70,22,8,826\
5,70,59,1,100\
5,90,68,1,100\
5,90,90,1,100\
5,70,27,2,200\
5,90,78,1,100\
5,90,72,1,100\
5,0,32,1,100\
5,0,31,1,100\
5,30,22,1,100\
5,30,22,1,100\
5,90,73,1,100\
5,90,65,1,100\
5,30,30,1,100\
5,70,79,1,100\
5,0,53,1,100\
5,0,50,1,100\
5,0,18,1,100\
5,0,15,1,100\
5,90,86,1,100\
5,90,33,1,100\
5,90,7,1,100\
5,0,45,1,100\
5,0,14,1,100\
5,0,12,1,100\
5,70,55,1,100\
5,70,14,7,700\
5,70,52,1,100\
5,70,68,1,100\
5,70,68,1,100\
5,70,92,1,100\
5,70,76,1,100\
5,70,75,1,100\
5,70,27,1,100\
5,70,26,1,100\
5,0,50,1,100\
5,0,51,1,100\
5,70,52,7,700\
5,70,23,1,100\
5,70,22,1,100\
5,70,3,1,100\
5,70,1,1,100\
5,90,57,1,100\
5,90,61,1,100\
5,70,71,1,100\
5,70,73,1,100\
5,90,64,1,100\
5,90,58,1,100\
5,90,28,1,100\
5,90,20,1,100\
5,0,54,1,100\
5,0,59,1,100\
5,30,43,1,100\
5,30,41,1,100\
5,30,17,1,100\
5,30,14,1,100\
5,70,40,1,100\
5,70,42,1,100\
5,70,8,1,100\
5,70,6,1,100\
5,70,19,8,826\
5,30,76,1,100\
5,70,45,1,100\
5,90,80,1,100\
5,90,65,1,100\
5,30,63,1,100\
5,30,58,1,100\
5,30,52,1,100\
5,70,36,1,100\
5,70,36,1,100\
5,90,25,1,100\
5,70,72,1,100\
5,90,75,1,100\
5,90,73,1,100\
5,0,38,7,700\
5,0,38,7,700\
5,70,70,1,100\
5,70,69,1,100\
5,70,38,1,100\
5,0,58,1,100\
5,0,63,1,100\
5,0,66,1,100\
5,90,40,1,100\
5,30,52,1,100\
5,30,58,7,700\
5,30,56,1,100\
5,70,58,1,100\
5,70,60,1,100\
5,0,72,1,100\
5,70,66,1,100\
5,70,70,1,100\
5,70,36,1,100\
5,70,26,1,100\
5,70,53,1,100\
5,70,56,1,100\
5,30,67,1,100\
5,30,65,1,100\
5,30,39,1,100\
5,30,37,1,100\
5,30,15,1,100\
5,30,12,1,100\
5,30,10,1,100\
5,70,81,1,100\
5,70,69,1,100\
5,70,65,1,100\
5,30,96,1,100\
5,30,56,1,100\
5,0,40,1,100\
5,0,6,1,100\
5,0,2,1,100\
5,90,65,1,100\
5,90,63,1,100\
5,70,42,8,845\
5,70,17,1,100\
5,70,71,1,100\
5,0,61,1,100\
5,30,38,1,100\
5,30,37,1,100\
5,30,5,1,100\
5,30,3,1,100\
5,30,66,1,100\
5,30,65,1,100\
5,70,28,1,100\
5,70,23,1,100\
5,90,46,1,100\
5,90,46,8,826\
5,90,10,8,826\
5,90,9,8,826\
5,90,4,8,826\
5,70,33,1,100\
5,70,33,1,100\
5,70,2,1,100\
5,90,69,1,100\
5,90,74,8,815\
5,70,54,1,100\
5,70,55,1,100\
5,70,23,1,100\
5,70,22,1,100\
5,0,60,1,100\
5,70,61,1,100\
5,70,61,1,100\
5,70,62,6,660\
5,70,56,6,660\
5,70,24,6,660\
5,70,22,6,660\
5,0,76,1,100\
5,30,78,1,100\
5,70,80,6,620\
5,70,48,1,100\
5,70,49,1,100\
5,70,15,1,100\
5,70,13,1,100\
5,70,10,1,100\
5,70,52,1,100\
5,70,14,1,100\
5,70,48,1,100\
5,70,15,1,100\
5,30,65,1,100\
5,30,63,1,100\
5,70,71,1,100\
5,70,67,1,100\
5,70,41,1,100\
5,70,21,9,904\
5,70,16,8,826\
5,70,63,1,100\
5,70,61,1,100\
5,70,77,1,100\
5,70,77,1,100\
5,0,31,1,100\
5,0,30,1,100\
5,0,1,1,100\
5,90,47,1,100\
5,90,48,1,100\
5,0,60,1,100\
5,30,32,1,100\
5,30,37,1,100\
5,30,42,1,100\
5,30,44,1,100\
5,30,8,2,200\
5,70,58,1,100\
5,70,54,6,610\
5,70,23,8,814\
5,70,19,8,814\
5,70,84,6,610\
5,70,76,6,610\
5,70,57,1,100\
5,70,16,1,100\
5,70,76,1,100\
5,30,66,1,100\
5,70,96,1,100\
5,70,36,1,100\
5,70,39,1,100\
5,70,6,1,100\
5,70,39,1,100\
5,70,4,8,826\
5,70,75,1,100\
5,70,63,1,100\
5,70,38,1,100\
5,70,49,7,700\
5,70,24,7,700\
5,70,69,1,100\
5,70,62,1,100\
5,0,69,1,100\
5,0,65,1,100\
5,0,39,1,100\
5,70,26,1,100\
5,0,67,1,100\
5,70,64,1,100\
5,70,56,1,100\
5,30,24,1,100\
5,30,24,1,100\
5,70,58,1,100\
5,70,74,1,100\
5,70,77,1,100\
5,90,55,1,100\
5,90,53,1,100\
5,70,48,1,100\
5,90,91,8,826\
5,0,37,1,100\
5,0,13,1,100\
5,0,5,1,100\
5,0,0,1,100\
5,70,53,1,100\
5,70,58,1,100\
5,70,22,1,100\
5,70,30,1,100\
5,70,29,2,200\
5,70,42,1,100\
5,70,42,1,100\
5,70,7,1,100\
5,90,56,1,100\
5,90,50,1,100\
5,90,20,1,100\
5,90,72,1,100\
5,30,83,1,100\
5,0,49,1,100\
5,0,81,1,100\
5,0,72,1,100\
5,70,60,1,100\
5,70,63,1,100\
5,70,83,1,100\
5,0,33,1,100\
5,0,37,1,100\
5,70,46,1,100\
5,70,47,4,400\
5,70,49,8,845\
5,70,49,8,845\
5,70,16,8,845\
5,70,14,8,845\
5,70,12,8,845\
5,30,30,1,100\
5,30,27,1,100\
5,30,69,1,100\
5,70,49,7,700\
5,70,20,7,700\
5,70,47,2,200\
5,0,58,1,100\
5,0,57,1,100\
5,30,89,1,100\
5,70,76,1,100\
5,70,80,1,100\
5,70,67,1,100\
5,0,80,1,100\
5,90,75,1,100\
5,90,75,1,100\
5,70,73,1,100\
5,70,75,1,100\
5,70,76,1,100\
5,70,96,1,100\
5,70,72,1,100\
5,70,69,1,100\
5,70,72,7,700\
5,70,23,2,200\
5,70,58,1,100\
5,70,61,1,100\
5,0,61,1,100\
5,0,55,1,100\
5,70,47,2,200\
5,70,29,2,200\
5,70,27,2,200\
5,90,73,1,100\
5,0,33,1,100\
5,0,33,1,100\
5,30,27,1,100\
5,30,26,1,100\
5,70,80,1,100\
5,0,84,1,100\
5,30,29,1,100\
5,70,85,1,100\
5,70,83,1,100\
5,30,52,1,100\
5,30,49,1,100\
5,30,18,1,100\
5,30,15,1,100\
5,70,63,7,700\
5,70,62,7,700\
5,70,26,7,700\
5,70,17,7,700\
5,0,82,1,100\
5,30,39,1,100\
5,30,41,1,100\
5,30,18,1,100\
5,30,16,1,100\
5,30,9,1,100\
5,30,64,1,100\
5,90,49,1,100\
5,90,52,1,100\
5,70,38,1,100\
5,70,36,1,100\
5,70,3,1,100\
5,70,29,1,100\
5,70,29,1,100\
5,0,56,1,100\
5,70,78,1,100\
5,70,75,1,100\
5,70,54,1,100\
5,70,8,1,100\
5,70,45,1,100\
5,30,59,1,100\
5,70,82,1,100\
5,70,74,1,100\
5,30,33,1,100\
5,30,34,1,100\
5,90,61,1,100\
5,90,59,1,100\
5,70,58,1,100\
5,70,51,1,100\
5,70,67,1,100\
5,0,37,1,100\
5,0,35,1,100\
5,90,28,1,100\
5,90,30,1,100\
5,0,75,1,100\
5,90,37,8,826\
5,90,36,8,826\
5,90,6,8,826\
5,90,1,8,826\
5,70,80,1,100\
5,70,65,1,100\
5,70,84,1,100\
5,70,65,1,100\
5,70,67,1,100\
5,70,43,1,100\
5,90,65,1,100\
5,90,65,1,100\
5,90,34,1,100\
5,70,96,1,100\
5,70,59,1,100\
5,70,27,8,802\
5,0,34,6,670\
5,0,37,6,670\
5,0,2,6,670\
5,0,70,6,670\
5,0,70,6,670\
5,70,54,1,100\
5,70,80,1,100\
5,70,43,1,100\
5,90,56,1,100\
5,90,55,1,100\
5,90,23,1,100\
5,90,61,1,100\
5,90,59,1,100\
5,70,58,8,826\
5,70,42,8,826\
5,70,14,8,826\
5,70,22,1,100\
5,90,57,1,100\
5,90,58,1,100\
5,70,71,1,100\
5,70,76,1,100\
5,70,74,1,100\
5,70,77,1,100\
5,0,85,1,100\
5,90,66,1,100\
5,90,69,1,100\
5,70,23,8,845\
5,70,24,8,845\
5,70,38,1,100\
5,70,67,2,200\
5,70,32,1,100\
5,70,30,1,100\
5,70,2,1,100\
5,30,46,1,100\
5,30,15,1,100\
5,70,87,2,200\
5,70,83,1,100\
5,30,69,1,100\
5,0,72,1,100\
5,0,71,1,100\
5,70,77,1,100\
5,70,79,1,100\
5,0,65,1,100\
5,0,62,1,100\
5,90,65,1,100\
5,90,69,1,100\
5,90,46,1,100\
5,70,75,2,200\
5,70,43,2,200\
5,0,78,1,100\
5,0,74,1,100\
5,70,69,1,100\
5,30,67,1,100\
5,70,58,1,100\
5,90,69,1,100\
5,90,76,1,100\
5,70,80,1,100\
5,30,60,1,100\
5,70,70,1,100\
5,0,68,1,100\
5,70,88,1,100\
5,30,75,1,100\
5,30,69,1,100\
5,90,62,1,100\
5,90,56,1,100\
5,90,18,1,100\
5,90,16,1,100\
5,0,50,1,100\
5,0,48,1,100\
5,0,23,1,100\
5,0,15,1,100\
5,0,14,1,100\
5,70,86,1,100\
5,70,59,1,100\
5,0,76,1,100\
5,0,69,1,100\
5,70,70,1,100\
5,70,60,1,100\
5,70,76,1,100\
5,70,72,1,100\
5,90,60,1,100\
5,90,66,1,100\
5,70,75,1,100\
5,70,39,1,100\
5,30,71,1,100\
5,30,72,1,100\
5,70,66,1,100\
5,70,63,1,100\
5,70,28,1,100\
5,90,69,1,100\
5,90,66,1,100\
5,90,67,1,100\
5,70,32,7,700\
5,90,79,1,100\
5,70,37,7,700\
5,70,48,7,700\
5,70,7,7,700\
5,70,92,1,100\
5,70,74,1,100\
5,70,74,1,100\
5,0,34,1,100\
5,0,34,8,802\
5,0,4,8,802\
5,0,1,8,802\
5,70,62,1,100\
5,70,50,1,100\
5,70,61,1,100\
5,70,31,1,100\
5,70,28,1,100\
5,70,33,6,620\
5,70,41,8,845\
5,70,39,8,845\
5,70,20,8,845\
5,70,11,8,845\
5,70,70,8,845\
5,70,52,8,845\
5,70,41,1,100\
5,70,18,8,801\
5,70,69,1,100\
5,70,64,1,100\
5,70,54,1,100\
5,70,51,1,100\
5,70,19,1,100\
5,90,42,1,100\
5,90,44,1,100\
5,90,13,1,100\
5,90,13,1,100\
5,70,81,1,100\
5,70,81,1,100\
5,0,62,1,100\
5,70,55,2,200\
5,70,79,2,200\
5,70,48,1,100\
5,70,51,1,100\
5,70,19,1,100\
5,70,13,1,100\
5,90,74,1,100\
5,30,42,1,100\
5,30,45,1,100\
5,30,8,1,100\
5,30,22,1,100\
5,70,40,6,660\
5,70,35,6,660\
5,70,13,6,660\
5,70,12,6,660\
5,70,10,6,660\
5,90,96,1,100\
5,70,37,7,700\
5,70,33,7,700\
5,70,6,7,700\
5,70,3,7,700\
5,70,44,7,700\
5,30,52,8,845\
5,30,18,9,904\
5,30,82,8,845\
5,70,79,1,100\
5,70,88,1,100\
5,90,23,1,100\
5,90,23,1,100\
5,30,40,2,200\
5,30,16,2,200\
5,30,15,2,200\
5,30,10,2,200\
5,70,69,1,100\
5,70,66,1,100\
5,0,43,1,100\
5,0,70,1,100\
5,0,71,1,100\
5,0,61,1,100\
5,30,58,1,100\
5,90,66,1,100\
5,90,58,1,100\
5,70,64,8,826\
5,90,60,1,100\
5,70,72,1,100\
5,70,69,1,100\
5,70,52,1,100\
5,70,52,1,100\
5,70,17,1,100\
5,70,12,1,100\
5,70,68,8,826\
5,0,56,1,100\
5,0,57,1,100\
5,0,78,1,100\
5,0,67,1,100\
5,90,45,8,826\
5,90,46,1,100\
5,90,18,8,826\
5,90,18,8,826\
5,90,18,8,826\
5,70,46,8,826\
5,70,45,7,700\
5,70,41,7,700\
5,70,17,7,700\
5,70,15,7,700\
5,70,6,7,700\
5,90,81,1,100\
5,90,77,1,100\
5,70,55,2,200\
5,70,72,1,100\
5,70,26,1,100\
5,70,50,1,100\
5,70,53,1,100\
5,70,70,1,100\
5,70,90,1,100\
5,90,33,1,100\
5,90,29,1,100\
5,0,52,1,100\
5,0,53,1,100\
5,0,10,2,200\
5,70,81,1,100\
5,70,51,8,826\
5,70,50,2,200\
5,70,18,8,826\
5,70,61,2,200\
5,30,55,1,100\
5,30,24,8,826\
5,70,48,2,200\
5,90,90,1,100\
5,70,27,1,100\
5,70,72,1,100\
5,70,70,1,100\
5,70,47,1,100\
5,70,39,1,100\
5,70,10,1,100\
5,70,4,1,100\
5,70,29,1,100\
5,70,78,1,100\
5,70,81,1,100\
5,70,20,7,700\
5,70,23,7,700\
5,70,58,7,700\
5,90,42,1,100\
5,70,50,1,100\
5,0,74,1,100\
5,90,50,1,100\
5,90,48,6,610\
5,90,5,8,814\
5,90,61,1,100\
5,90,63,1,100\
5,70,36,1,100\
5,70,73,1,100\
5,70,58,1,100\
5,70,60,1,100\
5,70,39,1,100\
5,70,37,1,100\
5,90,75,1,100\
5,90,74,1,100\
5,90,3,2,200\
5,0,45,1,100\
5,70,67,1,100\
5,70,71,1,100\
5,30,66,1,100\
5,30,55,1,100\
5,70,46,1,100\
5,70,47,1,100\
5,70,15,6,620\
5,70,12,6,620\
5,0,51,1,100\
5,70,42,1,100\
5,70,8,1,100\
5,70,40,1,100\
5,70,44,7,700\
5,70,23,7,700\
5,70,18,7,700\
5,70,70,1,100\
5,70,73,1,100\
5,90,51,1,100\
5,90,52,1,100\
5,90,22,1,100\
5,70,50,1,100\
5,70,40,1,100\
5,70,78,1,100\
5,0,40,1,100\
5,0,34,8,826\
5,0,4,1,100\
5,0,3,1,100\
5,70,80,1,100\
5,70,79,1,100\
5,70,74,1,100\
5,30,44,1,100\
5,30,45,1,100\
5,30,18,1,100\
5,30,10,1,100\
5,30,10,1,100\
5,70,26,7,700\
5,70,49,1,100\
5,70,39,1,100\
5,70,34,1,100\
5,90,41,1,100\
5,90,43,1,100\
5,90,8,1,100\
5,90,0,1,100\
5,70,74,1,100\
5,70,78,1,100\
5,70,37,1,100\
5,70,73,1,100\
5,70,36,1,100\
5,70,35,1,100\
5,70,61,1,100\
5,70,75,1,100\
5,30,49,1,100\
5,30,54,1,100\
5,90,62,1,100\
5,70,84,1,100\
5,70,83,1,100\
5,70,69,1,100\
5,70,72,1,100\
5,0,73,1,100\
5,0,65,1,100\
5,70,70,1,100\
5,70,57,1,100\
5,70,87,1,100\
5,70,85,1,100\
5,70,45,1,100\
5,70,48,1,100\
5,70,23,1,100\
5,70,19,1,100\
5,70,19,1,100\
5,70,50,1,100\
5,70,52,1,100\
5,90,65,1,100\
5,90,67,1,100\
5,90,63,1,100\
5,0,48,1,100\
5,0,47,1,100\
5,0,13,1,100\
5,0,11,1,100\
5,0,9,1,100\
5,70,40,1,100\
5,70,32,1,100\
5,70,7,1,100\
5,70,70,1,100\
5,70,54,7,700\
5,70,24,7,700\
5,70,8,7,700\
5,70,43,7,700\
5,70,17,7,700\
5,70,84,1,100\
5,30,73,1,100\
5,30,68,1,100\
5,70,46,1,100\
5,70,50,1,100\
5,70,24,1,100\
5,70,22,1,100\
5,70,20,1,100\
5,70,77,1,100\
5,90,53,1,100\
5,90,83,1,100\
5,30,68,1,100\
5,70,52,1,100\
5,70,62,7,700\
5,70,52,1,100\
5,70,30,1,100\
5,70,30,1,100\
5,70,30,1,100\
5,30,64,1,100\
5,30,64,1,100\
5,30,26,1,100\
5,70,79,1,100\
5,70,52,1,100\
5,70,52,1,100\
5,30,62,1,100\
5,0,59,1,100\
5,70,24,4,400\
5,90,48,1,100\
5,90,50,1,100\
5,90,6,8,801\
5,30,36,1,100\
5,30,53,1,100\
5,30,41,1,100\
5,30,42,1,100\
5,30,7,1,100\
5,0,48,1,100\
5,0,41,1,100\
5,0,8,1,100\
5,0,5,1,100\
5,0,20,1,100\
5,70,27,3,362\
5,70,9,3,362\
5,70,9,3,362\
5,70,7,3,362\
5,70,0,3,362\
5,70,38,1,100\
5,70,13,8,826\
5,70,28,1,100\
5,70,27,1,100\
5,70,57,1,100\
5,70,57,1,100\
5,70,33,1,100\
5,70,1,1,100\
5,70,37,1,100\
5,0,74,1,100\
5,70,40,1,100\
5,70,8,1,100\
5,70,84,1,100\
5,30,78,1,100\
5,30,61,1,100\
5,30,69,1,100\
5,90,79,1,100\
5,90,78,1,100\
5,90,46,1,100\
5,70,72,1,100\
5,70,78,1,100\
5,70,44,1,100\
5,70,19,1,100\
5,70,16,1,100\
5,70,21,8,885\
5,70,25,7,700\
5,70,33,4,400\
5,70,12,4,400\
5,70,57,4,400\
5,70,55,4,400\
5,30,26,1,100\
5,30,23,3,361\
5,0,65,1,100\
5,0,64,1,100\
5,70,56,1,100\
5,30,61,1,100\
5,30,61,1,100\
5,90,35,7,700\
5,70,40,7,700\
5,70,32,7,700\
5,70,9,7,700\
5,70,12,7,700\
5,70,47,1,100\
5,70,46,1,100\
5,70,12,1,100\
5,70,70,1,100\
5,70,71,1,100\
5,70,62,1,100\
5,70,32,1,100\
5,70,38,1,100\
5,70,34,1,100\
5,70,36,6,600\
5,70,79,1,100\
5,70,91,1,100\
5,90,68,1,100\
5,90,83,1,100\
5,70,27,1,100\
5,70,23,1,100\
5,70,23,1,100\
5,70,1,1,100\
5,70,33,1,100\
5,0,20,1,100\
5,0,21,1,100\
5,0,20,1,100\
5,90,58,1,100\
5,90,56,1,100\
5,90,41,8,826\
5,90,40,1,100\
5,90,7,8,826\
5,70,31,1,100\
5,70,26,1,100\
5,30,57,1,100\
5,70,51,1,100\
5,70,23,1,100\
5,70,22,1,100\
5,0,35,1,100\
5,0,35,1,100\
5,0,5,1,100\
5,0,0,1,100\
5,0,49,1,100\
5,0,50,1,100\
5,0,17,1,100\
5,0,11,1,100\
5,70,46,1,100\
5,70,48,1,100\
5,70,17,8,826\
5,30,67,1,100\
5,30,66,1,100\
5,70,74,1,100\
5,30,83,1,100\
5,30,80,1,100\
5,0,65,1,100\
5,0,64,1,100\
5,70,34,1,100\
5,70,8,1,100\
5,70,8,1,100\
5,70,69,1,100\
5,70,30,6,660\
5,70,8,8,885\
5,70,41,7,700\
5,90,85,1,100\
5,90,82,1,100\
5,70,66,1,100\
5,70,52,8,845\
5,70,65,8,845\
5,70,53,1,100\
5,70,29,1,100\
5,70,35,2,200\
5,70,39,2,200\
5,70,66,8,802\
5,70,36,1,100\
5,90,62,1,100\
5,90,58,1,100\
5,0,67,1,100\
5,70,34,1,100\
5,70,57,1,100\
5,70,52,1,100\
5,70,56,1,100\
5,70,72,1,100\
5,70,41,7,700\
5,70,44,7,700\
5,70,6,7,700\
5,70,5,7,700\
5,70,3,7,700\
5,70,58,1,100\
5,70,46,1,100\
5,70,18,1,100\
5,70,11,1,100\
5,70,35,1,100\
5,70,14,1,100\
5,70,8,1,100\
5,30,42,1,100\
5,90,73,1,100\
5,30,31,1,100\
5,30,31,8,826\
5,30,6,8,826\
5,30,4,8,826\
5,70,32,1,100\
5,70,32,1,100\
5,70,0,1,100\
5,70,92,1,100\
5,70,72,8,826\
5,70,69,8,826\
5,70,72,1,100\
5,30,86,1,100\
5,90,65,1,100\
5,30,72,1,100\
5,30,68,1,100\
5,70,59,1,100\
5,70,21,1,100\
5,0,56,1,100\
5,0,44,1,100\
5,0,32,1,100\
5,0,12,1,100\
5,0,0,1,100\
5,0,42,1,100\
5,0,20,1,100\
5,0,18,1,100\
5,0,16,1,100\
5,70,64,8,801\
5,30,69,1,100\
5,70,63,1,100\
5,70,46,1,100\
5,70,47,2,200\
5,70,74,2,200\
5,70,27,8,802\
5,70,37,2,200\
5,70,9,9,901\
5,70,7,9,901\
5,0,30,1,100\
5,0,26,1,100\
5,70,37,1,100\
5,70,35,1,100\
5,70,4,1,100\
5,70,49,1,100\
5,70,68,1,100\
5,0,74,1,100\
5,90,92,1,100\
5,90,89,1,100\
5,70,84,1,100\
5,70,83,1,100\
5,70,51,1,100\
5,70,74,1,100\
5,0,69,1,100\
5,0,67,1,100\
5,90,51,1,100\
5,90,45,9,960\
5,90,16,9,960\
5,90,13,9,960\
5,70,49,1,100\
5,70,85,1,100\
5,70,48,6,669\
5,70,49,6,669\
5,70,10,6,669\
5,70,76,6,669\
5,30,37,1,100\
5,70,51,1,100\
5,70,76,1,100\
5,90,90,1,100\
5,70,70,1,100\
5,70,49,1,100\
5,0,72,1,100\
5,0,36,1,100\
5,0,65,1,100\
5,70,73,1,100\
5,70,61,1,100\
5,70,62,1,100\
5,70,96,1,100\
5,70,75,1,100\
5,30,63,8,802\
5,30,62,1,100\
5,30,24,8,802\
5,30,1,8,802\
5,30,45,1,100\
5,30,41,1,100\
5,30,8,1,100\
5,70,36,6,662\
5,70,40,6,660\
5,70,13,6,679\
5,70,12,6,679\
5,70,2,6,679\
5,30,64,8,802\
5,30,63,1,100\
5,30,45,1,100\
5,30,78,8,801\
5,30,70,1,100\
5,30,91,1,100\
5,90,66,1,100\
5,30,47,1,100\
5,30,22,1,100\
5,30,19,1,100\
5,70,55,1,100\
5,70,54,1,100\
5,90,56,1,100\
5,0,70,1,100\
